client_id,district_id,sex,age,age_category,no. of inhabitants,ratio of urban inhabitants,average salary,crime_increase,unemployment_increase,crime_avg,unemployment_avg
4814,54,m,37,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
4815,15,m,29,25-40,58796,51.90,9045,0.58,0.47,31.67,3.37
4816,15,f,25,18-25,58796,51.90,9045,0.58,0.47,31.67,3.37
4817,12,m,30,25-40,107870,58.00,8754,0.59,0.48,35.56,4.07
4818,1,m,67,>65,1204953,100.00,12541,11.15,0.14,76.68,0.36
4819,62,m,35,25-40,145688,40.70,8544,1.28,0.57,19.30,1.58
4820,2,f,30,25-40,88884,46.70,8507,5.79,0.18,27.19,1.76
4821,35,f,60,25-50,88768,80.50,8867,2.66,0.19,39.45,1.11
4822,35,m,54,25-50,88768,80.50,8867,2.66,0.19,39.45,1.11
4823,7,m,17,-18,94725,63.40,9920,5.88,0.61,48.22,2.56
4824,54,m,59,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
4826,25,f,22,18-25,88757,61.70,8554,4.46,0.21,22.76,2.58
4831,27,m,41,40-50,67298,43.80,8561,1.46,0.64,16.02,0.97
4832,56,f,42,40-50,124605,46.00,8772,2.44,0.29,24.12,4.84
4833,30,f,28,25-40,94812,81.80,9650,-1.91,0.29,30.53,3.52
4836,49,m,47,40-50,75685,60.80,8208,6.12,0.37,24.99,2.07
4837,56,f,32,25-40,124605,46.00,8772,2.44,0.29,24.12,4.84
4853,58,m,60,25-50,109164,63.60,8757,2.37,0.57,21.45,3.67
4861,57,f,22,18-25,161954,48.00,8720,-0.48,0.77,22.78,4.12
4862,1,f,56,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
4863,1,f,25,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
4877,45,m,42,40-50,77917,53.50,8390,0.54,0.61,26.96,2.58
4882,36,m,21,18-25,159617,85.20,9198,2.11,0.95,37.36,3.81
4886,23,m,20,18-25,87419,85.50,8624,3.65,0.87,34.76,2.23
4892,26,m,30,25-40,170449,100.00,10787,1.29,0.45,36.09,2.87
4901,72,f,49,40-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
4904,38,f,38,25-40,85852,59.80,8965,1.97,1.15,31.89,7.66
4906,64,f,23,18-25,197099,74.70,9624,-1.11,0.71,22.19,1.96
4907,64,m,25,18-25,197099,74.70,9624,-1.11,0.71,22.19,1.96
4915,40,m,36,25-40,128118,85.30,9317,-0.60,0.58,53.94,6.78
4916,52,m,60,25-50,139012,61.90,8363,1.69,0.97,19.29,3.00
4918,11,m,31,25-40,75637,36.50,9622,0.71,0.14,46.30,0.52
4919,49,f,48,40-50,75685,60.80,8208,6.12,0.37,24.99,2.07
4923,66,m,37,25-40,125832,48.30,8512,-1.14,0.61,17.28,3.81
4925,45,m,48,40-50,77917,53.50,8390,0.54,0.61,26.96,2.58
4927,72,f,44,40-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
4928,9,m,23,18-25,81344,55.30,8899,-6.15,0.58,33.65,3.68
4929,74,m,56,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
4930,1,m,18,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
4937,54,f,39,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
4941,60,f,20,18-25,110643,51.90,8441,3.37,1.03,18.67,3.97
4942,38,m,40,25-40,85852,59.80,8965,1.97,1.15,31.89,7.66
4944,58,m,17,-18,109164,63.60,8757,2.37,0.57,21.45,3.67
4949,54,m,17,-18,387570,100.00,9897,-0.06,0.36,48.27,1.78
4956,6,m,53,25-50,77963,51.50,8546,6.16,1.07,36.94,3.48
4959,77,m,20,18-25,148545,53.50,8909,0.88,1.55,23.73,4.79
4961,54,m,17,-18,387570,100.00,9897,-0.06,0.36,48.27,1.78
4968,50,m,61,25-50,102609,52.00,8187,0.11,0.62,20.74,5.14
4969,64,f,31,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
4972,70,f,22,18-25,285387,89.90,10177,0.81,1.12,35.02,7.19
4974,5,f,37,25-40,95616,51.40,9307,4.43,0.58,29.58,4.14
4975,5,m,38,25-40,95616,51.40,9307,4.43,0.58,29.58,4.14
4976,36,m,18,18-25,159617,85.20,9198,2.11,0.95,37.36,3.81
4979,7,m,62,25-50,94725,63.40,9920,5.88,0.61,48.22,2.56
4989,28,m,64,25-50,72541,36.90,8594,-0.76,0.39,21.40,1.81
4992,55,f,27,25-40,157042,33.90,8743,1.50,0.55,24.05,2.16
4993,1,f,26,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
4994,1,m,21,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
5002,65,f,22,18-25,114200,43.70,8403,4.91,-0.02,21.34,5.73
5010,42,f,49,40-50,95907,59.10,8388,0.10,0.53,17.34,2.67
5012,27,f,27,25-40,67298,43.80,8561,1.46,0.64,16.02,0.97
5013,1,m,19,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
5016,1,f,53,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
5028,28,m,23,18-25,72541,36.90,8594,-0.76,0.39,21.40,1.81
5030,1,m,19,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
5046,1,m,62,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
5050,62,m,48,40-50,145688,40.70,8544,1.28,0.57,19.30,1.58
5056,67,f,42,40-50,106054,63.10,8110,-1.56,0.78,29.81,6.16
5067,21,f,24,18-25,103347,67.00,9104,0.53,0.56,22.51,1.79
5072,1,f,18,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
5081,1,f,38,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
5093,55,f,50,40-50,157042,33.90,8743,1.50,0.55,24.05,2.16
5107,50,f,52,25-50,102609,52.00,8187,0.11,0.62,20.74,5.14
5108,50,m,55,25-50,102609,52.00,8187,0.11,0.62,20.74,5.14
5111,50,m,40,25-40,102609,52.00,8187,0.11,0.62,20.74,5.14
5117,52,m,24,18-25,139012,61.90,8363,1.69,0.97,19.29,3.00
5126,43,m,34,25-40,161854,76.30,9425,-1.20,0.78,24.64,2.11
5127,33,f,24,18-25,133777,84.70,8705,1.56,1.86,35.54,6.68
5128,70,m,36,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
5132,51,m,32,25-40,121947,70.50,8541,2.81,0.46,30.07,2.74
5133,66,f,40,25-40,125832,48.30,8512,-1.14,0.61,17.28,3.81
5134,58,f,32,25-40,109164,63.60,8757,2.37,0.57,21.45,3.67
5137,5,m,20,18-25,95616,51.40,9307,4.43,0.58,29.58,4.14
5138,45,f,25,18-25,77917,53.50,8390,0.54,0.61,26.96,2.58
5141,54,f,46,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
5143,77,m,26,25-40,148545,53.50,8909,0.88,1.55,23.73,4.79
5144,77,f,33,25-40,148545,53.50,8909,0.88,1.55,23.73,4.79
5145,26,f,49,40-50,170449,100.00,10787,1.29,0.45,36.09,2.87
5149,15,m,37,25-40,58796,51.90,9045,0.58,0.47,31.67,3.37
5152,43,f,24,18-25,161854,76.30,9425,-1.20,0.78,24.64,2.11
5159,39,m,35,25-40,119895,89.90,10446,-1.70,2.06,40.41,8.37
5163,43,f,42,40-50,161854,76.30,9425,-1.20,0.78,24.64,2.11
5164,9,m,28,25-40,81344,55.30,8899,-6.15,0.58,33.65,3.68
5171,64,f,43,40-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
5175,63,f,50,40-50,86513,50.50,8288,-1.18,0.73,17.47,4.15
5180,1,m,56,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
5189,74,f,38,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
5200,33,f,39,25-40,133777,84.70,8705,1.56,1.86,35.54,6.68
5201,33,m,45,40-50,133777,84.70,8705,1.56,1.86,35.54,6.68
5203,61,f,54,25-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
5204,47,m,36,25-40,162580,72.80,9538,-4.11,0.30,35.33,1.66
5212,72,f,53,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
5213,1,m,19,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
5214,47,m,23,18-25,162580,72.80,9538,-4.11,0.30,35.33,1.66
5215,47,f,26,25-40,162580,72.80,9538,-4.11,0.30,35.33,1.66
5217,74,f,59,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
5223,2,f,22,18-25,88884,46.70,8507,5.79,0.18,27.19,1.76
5224,29,m,50,40-50,45714,55.60,8843,1.53,0.78,18.66,3.21
5232,74,f,51,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
5233,66,m,32,25-40,125832,48.30,8512,-1.14,0.61,17.28,3.81
5236,25,m,21,18-25,88757,61.70,8554,4.46,0.21,22.76,2.58
5237,1,m,22,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
5240,74,m,59,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
5241,63,m,21,18-25,86513,50.50,8288,-1.18,0.73,17.47,4.15
5243,2,m,29,25-40,88884,46.70,8507,5.79,0.18,27.19,1.76
5245,38,f,57,25-50,85852,59.80,8965,1.97,1.15,31.89,7.66
5246,70,m,17,-18,285387,89.90,10177,0.81,1.12,35.02,7.19
5247,47,m,56,25-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
5249,5,f,28,25-40,95616,51.40,9307,4.43,0.58,29.58,4.14
5253,69,f,53,25-50,42821,48.40,8173,0.00,0.00,31.71,7.01
5254,69,m,51,25-50,42821,48.40,8173,0.00,0.00,31.71,7.01
5263,1,f,37,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
5273,39,m,40,25-40,119895,89.90,10446,-1.70,2.06,40.41,8.37
5275,28,m,49,40-50,72541,36.90,8594,-0.76,0.39,21.40,1.81
5277,44,f,31,25-40,105606,53.00,8254,1.51,0.97,21.26,3.27
5281,73,m,58,25-50,182027,56.40,8746,0.43,0.41,24.14,3.54
5283,17,m,17,-18,74062,61.40,8114,2.40,0.24,14.74,2.50
5284,51,f,28,25-40,121947,70.50,8541,2.81,0.46,30.07,2.74
5287,77,m,28,25-40,148545,53.50,8909,0.88,1.55,23.73,4.79
5308,41,f,25,18-25,118650,85.60,9832,-8.21,1.16,50.21,3.90
5312,71,m,52,25-50,161227,69.70,8678,-2.39,-0.36,29.69,5.75
5313,71,f,52,25-50,161227,69.70,8678,-2.39,-0.36,29.69,5.75
5318,74,m,31,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
5319,74,f,35,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
5320,17,f,48,40-50,74062,61.40,8114,2.40,0.24,14.74,2.50
5321,17,m,49,40-50,74062,61.40,8114,2.40,0.24,14.74,2.50
5322,73,f,43,40-50,182027,56.40,8746,0.43,0.41,24.14,3.54
5323,14,f,23,18-25,177686,74.80,10045,-1.74,0.29,36.30,1.56
5325,66,f,29,25-40,125832,48.30,8512,-1.14,0.61,17.28,3.81
5326,66,m,32,25-40,125832,48.30,8512,-1.14,0.61,17.28,3.81
5333,39,f,32,25-40,119895,89.90,10446,-1.70,2.06,40.41,8.37
5334,48,m,64,25-50,78955,59.00,9060,0.79,0.66,21.35,2.11
5337,1,m,38,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
5338,1,f,33,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
5347,41,m,50,40-50,118650,85.60,9832,-8.21,1.16,50.21,3.90
5352,40,f,23,18-25,128118,85.30,9317,-0.60,0.58,53.94,6.78
5353,48,f,32,25-40,78955,59.00,9060,0.79,0.66,21.35,2.11
5354,30,f,32,25-40,94812,81.80,9650,-1.91,0.29,30.53,3.52
5358,54,m,57,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
5362,47,m,60,25-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
5364,62,m,35,25-40,145688,40.70,8544,1.28,0.57,19.30,1.58
5365,62,f,28,25-40,145688,40.70,8544,1.28,0.57,19.30,1.58
5366,60,f,28,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
5367,60,m,20,18-25,110643,51.90,8441,3.37,1.03,18.67,3.97
5374,63,m,52,25-50,86513,50.50,8288,-1.18,0.73,17.47,4.15
5376,14,m,29,25-40,177686,74.80,10045,-1.74,0.29,36.30,1.56
5379,60,m,21,18-25,110643,51.90,8441,3.37,1.03,18.67,3.97
5384,73,m,64,25-50,182027,56.40,8746,0.43,0.41,24.14,3.54
5385,67,m,25,18-25,106054,63.10,8110,-1.56,0.78,29.81,6.16
5389,17,m,31,25-40,74062,61.40,8114,2.40,0.24,14.74,2.50
5392,16,f,44,40-50,93931,56.90,8427,0.42,0.42,20.16,1.33
5393,4,m,44,40-50,149893,67.40,9753,4.32,0.41,37.15,4.84
5395,45,m,37,25-40,77917,53.50,8390,0.54,0.61,26.96,2.58
5397,72,f,30,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
5398,72,m,32,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
5399,24,f,27,25-40,122603,80.00,8991,0.61,0.62,42.70,1.70
5402,30,f,31,25-40,94812,81.80,9650,-1.91,0.29,30.53,3.52
5404,58,f,23,18-25,109164,63.60,8757,2.37,0.57,21.45,3.67
5409,15,m,51,25-50,58796,51.90,9045,0.58,0.47,31.67,3.37
5413,33,m,53,25-50,133777,84.70,8705,1.56,1.86,35.54,6.68
5420,61,m,64,25-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
5433,50,m,24,18-25,102609,52.00,8187,0.11,0.62,20.74,5.14
5441,18,m,42,40-50,70699,65.30,8968,2.40,0.52,25.81,3.09
5445,69,m,47,40-50,42821,48.40,8173,0.00,0.00,31.71,7.01
5450,8,m,59,25-50,112065,69.40,11277,-1.71,0.19,45.36,1.34
5460,63,m,38,25-40,86513,50.50,8288,-1.18,0.73,17.47,4.15
5461,9,f,31,25-40,81344,55.30,8899,-6.15,0.58,33.65,3.68
5462,9,m,36,25-40,81344,55.30,8899,-6.15,0.58,33.65,3.68
5468,68,f,55,25-50,228848,57.20,9893,1.15,0.63,25.15,4.40
5469,63,f,20,18-25,86513,50.50,8288,-1.18,0.73,17.47,4.15
5472,53,m,43,40-50,107911,50.90,8240,0.49,1.03,17.39,3.04
5473,70,f,31,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
5478,33,m,54,25-50,133777,84.70,8705,1.56,1.86,35.54,6.68
5487,56,f,52,25-50,124605,46.00,8772,2.44,0.29,24.12,4.84
5517,57,m,35,25-40,161954,48.00,8720,-0.48,0.77,22.78,4.12
5521,9,f,26,25-40,81344,55.30,8899,-6.15,0.58,33.65,3.68
5526,27,m,52,25-50,67298,43.80,8561,1.46,0.64,16.02,0.97
5527,27,f,58,25-50,67298,43.80,8561,1.46,0.64,16.02,0.97
5530,12,m,46,40-50,107870,58.00,8754,0.59,0.48,35.56,4.07
5531,4,m,20,18-25,149893,67.40,9753,4.32,0.41,37.15,4.84
5539,74,m,64,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
5563,1,m,24,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
5565,3,f,33,25-40,75232,41.70,8980,-0.15,0.26,37.46,2.08
5574,9,f,29,25-40,81344,55.30,8899,-6.15,0.58,33.65,3.68
5579,77,m,48,40-50,148545,53.50,8909,0.88,1.55,23.73,4.79
5580,77,f,47,40-50,148545,53.50,8909,0.88,1.55,23.73,4.79
5606,4,m,19,18-25,149893,67.40,9753,4.32,0.41,37.15,4.84
5617,56,f,41,40-50,124605,46.00,8772,2.44,0.29,24.12,4.84
5618,63,f,46,40-50,86513,50.50,8288,-1.18,0.73,17.47,4.15
5642,70,f,42,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
5684,8,f,44,40-50,112065,69.40,11277,-1.71,0.19,45.36,1.34
5699,73,m,49,40-50,182027,56.40,8746,0.43,0.41,24.14,3.54
5701,2,f,40,25-40,88884,46.70,8507,5.79,0.18,27.19,1.76
5704,66,f,24,18-25,125832,48.30,8512,-1.14,0.61,17.28,3.81
5722,64,f,40,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
5727,54,m,46,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
5736,1,m,46,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
5753,39,m,51,25-50,119895,89.90,10446,-1.70,2.06,40.41,8.37
5760,66,m,51,25-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
5761,66,f,58,25-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
5774,46,f,39,25-40,112709,73.50,8369,-2.09,0.52,24.27,2.05
5775,46,m,44,40-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
5788,72,m,37,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
5801,26,f,20,18-25,170449,100.00,10787,1.29,0.45,36.09,2.87
5826,15,m,31,25-40,58796,51.90,9045,0.58,0.47,31.67,3.37
5827,15,f,24,18-25,58796,51.90,9045,0.58,0.47,31.67,3.37
5858,52,m,47,40-50,139012,61.90,8363,1.69,0.97,19.29,3.00
5859,52,f,54,25-50,139012,61.90,8363,1.69,0.97,19.29,3.00
5860,47,m,35,25-40,162580,72.80,9538,-4.11,0.30,35.33,1.66
5866,67,f,21,18-25,106054,63.10,8110,-1.56,0.78,29.81,6.16
5873,5,f,20,18-25,95616,51.40,9307,4.43,0.58,29.58,4.14
5911,14,m,64,25-50,177686,74.80,10045,-1.74,0.29,36.30,1.56
5928,42,f,29,25-40,95907,59.10,8388,0.10,0.53,17.34,2.67
5965,50,m,48,40-50,102609,52.00,8187,0.11,0.62,20.74,5.14
5977,43,m,20,18-25,161854,76.30,9425,-1.20,0.78,24.64,2.11
5978,33,f,55,25-50,133777,84.70,8705,1.56,1.86,35.54,6.68
6001,60,m,62,25-50,110643,51.90,8441,3.37,1.03,18.67,3.97
6015,54,m,26,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
6033,1,m,33,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
6034,20,m,60,25-50,70646,58.40,8547,-0.30,0.99,21.98,3.15
6039,1,f,41,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
6040,1,m,36,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
6042,53,m,36,25-40,107911,50.90,8240,0.49,1.03,17.39,3.04
6052,40,m,50,40-50,128118,85.30,9317,-0.60,0.58,53.94,6.78
6067,70,f,49,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
6077,54,f,19,18-25,387570,100.00,9897,-0.06,0.36,48.27,1.78
6112,43,f,41,40-50,161854,76.30,9425,-1.20,0.78,24.64,2.11
6114,66,f,59,25-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
6115,13,f,46,40-50,53921,41.30,8598,5.16,0.49,32.20,3.01
6122,6,f,31,25-40,77963,51.50,8546,6.16,1.07,36.94,3.48
6144,54,f,43,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
6175,72,m,35,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
6178,1,f,59,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
6183,1,m,36,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
6185,58,f,51,25-50,109164,63.60,8757,2.37,0.57,21.45,3.67
6186,58,m,47,40-50,109164,63.60,8757,2.37,0.57,21.45,3.67
6191,74,m,47,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
6196,68,m,56,25-50,228848,57.20,9893,1.15,0.63,25.15,4.40
6235,5,m,59,25-50,95616,51.40,9307,4.43,0.58,29.58,4.14
6255,54,f,54,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
6256,54,m,58,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
6257,75,f,57,25-50,138032,64.60,8819,3.20,0.28,31.04,5.52
6272,1,m,57,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
6275,13,m,43,40-50,53921,41.30,8598,5.16,0.49,32.20,3.01
6299,1,m,63,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
6301,55,f,50,40-50,157042,33.90,8743,1.50,0.55,24.05,2.16
6317,77,f,42,40-50,148545,53.50,8909,0.88,1.55,23.73,4.79
6318,77,m,49,40-50,148545,53.50,8909,0.88,1.55,23.73,4.79
6342,8,m,45,40-50,112065,69.40,11277,-1.71,0.19,45.36,1.34
6349,72,m,27,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
6359,64,m,23,18-25,197099,74.70,9624,-1.11,0.71,22.19,1.96
6363,4,f,26,25-40,149893,67.40,9753,4.32,0.41,37.15,4.84
6366,49,m,33,25-40,75685,60.80,8208,6.12,0.37,24.99,2.07
6367,44,m,29,25-40,105606,53.00,8254,1.51,0.97,21.26,3.27
6383,15,m,29,25-40,58796,51.90,9045,0.58,0.47,31.67,3.37
6391,34,m,47,40-50,125236,87.70,9675,-1.06,1.25,41.97,7.05
6408,47,m,43,40-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
6417,40,m,49,40-50,128118,85.30,9317,-0.60,0.58,53.94,6.78
6422,28,m,39,25-40,72541,36.90,8594,-0.76,0.39,21.40,1.81
6452,64,m,57,25-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
6468,70,m,55,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
6469,4,m,46,40-50,149893,67.40,9753,4.32,0.41,37.15,4.84
6473,76,f,59,25-50,127369,51.20,8369,-7.29,1.15,25.69,5.30
6474,76,m,65,25-50,127369,51.20,8369,-7.29,1.15,25.69,5.30
6478,3,m,48,40-50,75232,41.70,8980,-0.15,0.26,37.46,2.08
6481,1,f,41,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
6485,48,f,37,25-40,78955,59.00,9060,0.79,0.66,21.35,2.11
6499,44,m,36,25-40,105606,53.00,8254,1.51,0.97,21.26,3.27
6501,1,m,29,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
6511,47,m,46,40-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
6544,66,m,25,18-25,125832,48.30,8512,-1.14,0.61,17.28,3.81
6545,66,f,21,18-25,125832,48.30,8512,-1.14,0.61,17.28,3.81
6546,1,f,36,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
6551,24,f,51,25-50,122603,80.00,8991,0.61,0.62,42.70,1.70
6552,71,m,44,40-50,161227,69.70,8678,-2.39,-0.36,29.69,5.75
6567,5,f,21,18-25,95616,51.40,9307,4.43,0.58,29.58,4.14
6571,72,f,28,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
6604,72,m,51,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
6610,57,m,45,40-50,161954,48.00,8720,-0.48,0.77,22.78,4.12
6616,1,m,46,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
6619,43,f,56,25-50,161854,76.30,9425,-1.20,0.78,24.64,2.11
6644,1,f,40,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
6691,43,m,57,25-50,161854,76.30,9425,-1.20,0.78,24.64,2.11
6698,43,f,47,40-50,161854,76.30,9425,-1.20,0.78,24.64,2.11
6729,15,m,42,40-50,58796,51.90,9045,0.58,0.47,31.67,3.37
6731,13,m,56,25-50,53921,41.30,8598,5.16,0.49,32.20,3.01
6749,9,f,56,25-50,81344,55.30,8899,-6.15,0.58,33.65,3.68
6750,9,m,53,25-50,81344,55.30,8899,-6.15,0.58,33.65,3.68
6753,15,m,37,25-40,58796,51.90,9045,0.58,0.47,31.67,3.37
6764,19,m,55,25-50,51428,52.70,8402,1.94,0.85,20.40,3.55
6789,57,m,20,18-25,161954,48.00,8720,-0.48,0.77,22.78,4.12
6798,61,f,51,25-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
6803,5,f,19,18-25,95616,51.40,9307,4.43,0.58,29.58,4.14
6804,5,m,18,18-25,95616,51.40,9307,4.43,0.58,29.58,4.14
6827,59,m,30,25-40,108871,62.10,8444,-2.66,0.23,22.50,3.36
6829,10,f,36,25-40,92084,46.70,10124,5.49,-0.02,44.12,0.55
6844,53,f,28,25-40,107911,50.90,8240,0.49,1.03,17.39,3.04
6886,66,f,57,25-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
6892,1,f,48,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
6893,1,m,55,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
6895,42,m,28,25-40,95907,59.10,8388,0.10,0.53,17.34,2.67
6906,64,m,50,40-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
6922,14,f,60,25-50,177686,74.80,10045,-1.74,0.29,36.30,1.56
6924,17,m,32,25-40,74062,61.40,8114,2.40,0.24,14.74,2.50
6936,52,f,40,25-40,139012,61.90,8363,1.69,0.97,19.29,3.00
6944,43,m,29,25-40,161854,76.30,9425,-1.20,0.78,24.64,2.11
6946,74,f,29,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
6967,44,m,46,40-50,105606,53.00,8254,1.51,0.97,21.26,3.27
6978,38,m,34,25-40,85852,59.80,8965,1.97,1.15,31.89,7.66
6987,1,m,31,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
7010,70,m,32,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
7011,70,f,38,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
7043,77,m,59,25-50,148545,53.50,8909,0.88,1.55,23.73,4.79
7065,5,f,28,25-40,95616,51.40,9307,4.43,0.58,29.58,4.14
7100,30,f,38,25-40,94812,81.80,9650,-1.91,0.29,30.53,3.52
7102,75,f,32,25-40,138032,64.60,8819,3.20,0.28,31.04,5.52
7112,76,m,38,25-40,127369,51.20,8369,-7.29,1.15,25.69,5.30
7127,3,m,42,40-50,75232,41.70,8980,-0.15,0.26,37.46,2.08
7150,45,f,36,25-40,77917,53.50,8390,0.54,0.61,26.96,2.58
7166,15,m,35,25-40,58796,51.90,9045,0.58,0.47,31.67,3.37
7186,27,f,55,25-50,67298,43.80,8561,1.46,0.64,16.02,0.97
7195,50,m,37,25-40,102609,52.00,8187,0.11,0.62,20.74,5.14
7234,28,m,34,25-40,72541,36.90,8594,-0.76,0.39,21.40,1.81
7241,57,f,42,40-50,161954,48.00,8720,-0.48,0.77,22.78,4.12
7286,47,f,29,25-40,162580,72.80,9538,-4.11,0.30,35.33,1.66
7291,77,f,59,25-50,148545,53.50,8909,0.88,1.55,23.73,4.79
7299,1,m,61,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
7311,56,m,50,40-50,124605,46.00,8772,2.44,0.29,24.12,4.84
7324,1,f,36,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
7325,24,m,24,18-25,122603,80.00,8991,0.61,0.62,42.70,1.70
7327,49,m,40,25-40,75685,60.80,8208,6.12,0.37,24.99,2.07
7339,19,f,25,18-25,51428,52.70,8402,1.94,0.85,20.40,3.55
7348,6,f,22,18-25,77963,51.50,8546,6.16,1.07,36.94,3.48
7366,29,f,26,25-40,45714,55.60,8843,1.53,0.78,18.66,3.21
7390,1,m,62,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
7411,54,f,36,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
7412,54,m,44,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
7422,74,m,41,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
7423,74,f,35,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
7434,34,f,57,25-50,125236,87.70,9675,-1.06,1.25,41.97,7.05
7435,67,f,42,40-50,106054,63.10,8110,-1.56,0.78,29.81,6.16
7521,74,f,39,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
