client_id,district_id,birthdate,birthdate_year,birthdate_month,birthdate_day,sex
2153,36,1949-55-16,1949,5,16,f
2154,60,1957-61-28,1957,11,28,f
2155,15,1958-06-10,1958,6,10,m
2156,33,1966-62-27,1966,12,27,f
2157,11,1945-11-17,1945,11,17,m
2158,10,1981-05-06,1981,5,6,m
2159,74,1930-51-23,1930,1,23,f
2160,70,1945-05-31,1945,5,31,m
2161,1,1920-53-06,1920,3,6,f
2162,1,1913-09-12,1913,9,12,m
2163,52,1918-04-08,1918,4,8,m
2164,47,1941-10-29,1941,10,29,m
2165,47,1945-53-02,1945,3,2,f
2166,30,1947-57-22,1947,7,22,f
2167,1,1981-12-13,1981,12,13,m
2168,46,1963-57-12,1963,7,12,f
2169,46,1971-01-01,1971,1,1,m
2170,70,1942-04-30,1942,4,30,m
2171,1,1958-11-28,1958,11,28,m
2172,7,1929-58-21,1929,8,21,f
2173,56,1951-62-17,1951,12,17,f
2174,74,1952-58-08,1952,8,8,f
2175,53,1942-51-03,1942,1,3,f
2176,18,1946-07-16,1946,7,16,m
2177,24,1942-55-30,1942,5,30,f
2178,46,1939-08-09,1939,8,9,m
2179,9,1939-60-27,1939,10,27,f
2180,51,1972-60-17,1972,10,17,f
2181,46,1968-07-22,1968,7,22,m
2182,75,1929-62-01,1929,12,1,f
2183,75,1931-08-21,1931,8,21,m
2184,24,1970-07-07,1970,7,7,m
2185,20,1957-56-20,1957,6,20,f
2186,48,1942-57-26,1942,7,26,f
2187,40,1933-03-12,1933,3,12,m
2188,40,1925-58-25,1925,8,25,f
2189,21,1962-61-15,1962,11,15,f
2190,28,1974-10-22,1974,10,22,m
2191,28,1979-58-04,1979,8,4,f
2192,1,1956-54-12,1956,4,12,f
2193,1,1952-07-26,1952,7,26,m
2194,50,1961-58-22,1961,8,22,f
2195,68,1942-59-13,1942,9,13,f
2196,31,1955-52-16,1955,2,16,f
2197,47,1962-62-10,1962,12,10,f
2198,17,1920-52-22,1920,2,22,f
2199,17,1911-12-09,1911,12,9,m
2200,66,1953-07-31,1953,7,31,m
2201,44,1929-02-23,1929,2,23,m
2202,44,1928-58-17,1928,8,17,f
2203,10,1939-10-01,1939,10,1,m
2204,54,1946-58-19,1946,8,19,f
2205,55,1952-12-12,1952,12,12,m
2206,10,1964-56-04,1964,6,4,f
2207,70,1961-52-17,1961,2,17,f
2208,70,1959-01-09,1959,1,9,m
2209,30,1927-56-13,1927,6,13,f
2210,30,1933-04-23,1933,4,23,m
2211,3,1920-52-24,1920,2,24,f
2212,52,1972-05-27,1972,5,27,m
2213,3,1968-11-07,1968,11,7,m
2214,5,1946-11-07,1946,11,7,m
2215,10,1925-01-29,1925,1,29,m
2216,1,1972-57-04,1972,7,4,f
2217,1,1974-02-20,1974,2,20,m
2218,43,1968-11-08,1968,11,8,m
2219,43,1964-61-28,1964,11,28,f
2220,20,1952-52-17,1952,2,17,f
2221,20,1945-03-15,1945,3,15,m
2222,1,1934-58-03,1934,8,3,f
2223,70,1943-55-24,1943,5,24,f
2224,54,1932-10-04,1932,10,4,m
2225,4,1960-61-06,1960,11,6,f
2226,74,1964-60-09,1964,10,9,f
2227,42,1975-07-25,1975,7,25,m
2228,43,1940-53-20,1940,3,20,f
2229,68,1944-09-07,1944,9,7,m
2230,5,1969-05-31,1969,5,31,m
2231,21,1971-60-13,1971,10,13,f
2232,36,1967-05-27,1967,5,27,m
2233,36,1964-62-24,1964,12,24,f
2235,14,1940-54-20,1940,4,20,f
2236,44,1978-56-27,1978,6,27,f
2237,47,1958-10-03,1958,10,3,m
2238,47,1954-52-19,1954,2,19,f
2239,6,1976-51-09,1976,1,9,f
2240,47,1932-53-12,1932,3,12,f
2241,47,1926-12-30,1926,12,30,m
2242,1,1976-56-05,1976,6,5,f
2243,1,1980-07-04,1980,7,4,m
2246,55,1953-58-01,1953,8,1,f
2247,35,1978-51-13,1978,1,13,f
2248,7,1975-10-24,1975,10,24,m
2249,32,1945-62-07,1945,12,7,f
2250,34,1938-62-08,1938,12,8,f
2251,26,1971-60-13,1971,10,13,f
2252,37,1965-11-15,1965,11,15,m
2253,37,1957-59-09,1957,9,9,f
2254,72,1927-62-09,1927,12,9,f
2255,50,1923-58-24,1923,8,24,f
2256,70,1974-06-05,1974,6,5,m
2257,62,1979-58-31,1979,8,31,f
2258,62,1979-11-03,1979,11,3,m
2259,19,1950-51-02,1950,1,2,f
2260,62,1962-54-22,1962,4,22,f
2261,62,1956-11-13,1956,11,13,m
2263,1,1934-08-17,1934,8,17,m
2264,4,1943-05-08,1943,5,8,m
2265,52,1977-09-18,1977,9,18,m
2266,16,1939-01-23,1939,1,23,m
2267,1,1966-54-10,1966,4,10,f
2268,10,1938-12-26,1938,12,26,m
2269,48,1963-61-10,1963,11,10,f
2270,61,1960-54-21,1960,4,21,f
2271,61,1964-11-07,1964,11,7,m
2274,9,1964-10-14,1964,10,14,m
2275,9,1965-57-24,1965,7,24,f
2276,44,1932-54-27,1932,4,27,f
2277,1,1979-03-25,1979,3,25,m
2278,76,1921-07-01,1921,7,1,m
2279,52,1953-11-06,1953,11,6,m
2280,10,1974-54-24,1974,4,24,f
2281,76,1978-56-06,1978,6,6,f
2282,60,1973-03-11,1973,3,11,m
2283,1,1961-08-09,1961,8,9,m
2286,54,1966-61-26,1966,11,26,f
2287,47,1979-10-21,1979,10,21,m
2288,32,1957-58-23,1957,8,23,f
2289,32,1954-08-21,1954,8,21,m
2290,31,1954-55-30,1954,5,30,f
2291,6,1957-09-19,1957,9,19,m
2292,59,1921-11-10,1921,11,10,m
2293,1,1969-11-22,1969,11,22,m
2294,32,1952-62-27,1952,12,27,f
2295,22,1939-52-28,1939,2,28,f
2296,22,1942-06-13,1942,6,13,m
2297,48,1965-01-18,1965,1,18,m
2298,48,1969-55-15,1969,5,15,f
2299,6,1940-52-20,1940,2,20,f
2300,35,1961-57-07,1961,7,7,f
2301,35,1960-12-19,1960,12,19,m
2302,74,1957-01-26,1957,1,26,m
2303,61,1939-54-01,1939,4,1,f
2304,61,1939-02-11,1939,2,11,m
2305,70,1949-56-10,1949,6,10,f
2306,70,1943-08-21,1943,8,21,m
2307,26,1923-09-06,1923,9,6,m
2308,27,1974-60-31,1974,10,31,f
2309,15,1976-55-13,1976,5,13,f
2310,40,1939-07-23,1939,7,23,m
2311,40,1935-60-01,1935,10,1,f
2312,11,1975-52-15,1975,2,15,f
2313,70,1980-10-29,1980,10,29,m
2314,34,1959-62-16,1959,12,16,f
2315,34,1963-10-08,1963,10,8,m
2316,1,1970-03-25,1970,3,25,m
2317,1,1976-02-22,1976,2,22,m
2318,20,1923-59-19,1923,9,19,f
2319,40,1970-55-16,1970,5,16,f
2320,60,1951-05-23,1951,5,23,m
2321,68,1968-51-12,1968,1,12,f
2322,15,1928-06-11,1928,6,11,m
2323,48,1942-56-29,1942,6,29,f
2324,27,1978-07-16,1978,7,16,m
2325,2,1955-52-03,1955,2,3,f
2326,72,1945-62-14,1945,12,14,f
2327,73,1919-10-27,1919,10,27,m
2328,24,1968-10-02,1968,10,2,m
2329,18,1973-01-02,1973,1,2,m
2330,40,1948-61-17,1948,11,17,f
2331,42,1957-55-31,1957,5,31,f
2332,60,1949-62-22,1949,12,22,f
2333,60,1949-10-12,1949,10,12,m
2335,66,1934-53-28,1934,3,28,f
2336,12,1922-07-17,1922,7,17,m
2337,12,1917-54-09,1917,4,9,f
2338,58,1957-57-25,1957,7,25,f
2339,58,1956-12-06,1956,12,6,m
2340,42,1953-05-02,1953,5,2,m
2341,42,1947-57-13,1947,7,13,f
2342,70,1948-12-18,1948,12,18,m
2343,1,1959-03-18,1959,3,18,m
2344,3,1924-54-27,1924,4,27,f
2345,33,1942-07-19,1942,7,19,m
2346,33,1947-60-25,1947,10,25,f
2347,35,1943-62-17,1943,12,17,f
2348,35,1933-04-24,1933,4,24,m
2349,46,1968-57-10,1968,7,10,f
2350,46,1967-06-09,1967,6,9,m
2351,38,1965-04-17,1965,4,17,m
2352,70,1977-59-29,1977,9,29,f
2353,4,1929-59-17,1929,9,17,f
2354,1,1967-12-21,1967,12,21,m
2355,6,1948-56-30,1948,6,30,f
2356,52,1930-07-10,1930,7,10,m
2357,52,1937-51-10,1937,1,10,f
2358,74,1946-60-16,1946,10,16,f
2359,74,1953-07-01,1953,7,1,m
2361,9,1968-09-24,1968,9,24,m
2362,9,1974-59-02,1974,9,2,f
2363,43,1947-06-18,1947,6,18,m
2364,56,1971-54-26,1971,4,26,f
2365,46,1953-56-26,1953,6,26,f
2366,35,1930-01-01,1930,1,1,m
2367,35,1931-54-05,1931,4,5,f
2368,64,1943-62-22,1943,12,22,f
2369,64,1940-12-19,1940,12,19,m
2370,41,1956-58-21,1956,8,21,f
2371,70,1956-52-07,1956,2,7,f
2372,23,1971-54-09,1971,4,9,f
2373,15,1954-01-19,1954,1,19,m
2374,9,1968-07-27,1968,7,27,m
2375,72,1965-57-25,1965,7,25,f
2376,72,1964-08-19,1964,8,19,m
2377,49,1950-11-17,1950,11,17,m
2378,63,1953-53-13,1953,3,13,f
2379,33,1964-56-19,1964,6,19,f
2380,40,1927-08-17,1927,8,17,m
2381,40,1931-60-11,1931,10,11,f
2382,62,1927-60-25,1927,10,25,f
2383,31,1947-51-01,1947,1,1,f
2384,31,1946-12-17,1946,12,17,m
2385,13,1933-05-05,1933,5,5,m
2386,13,1934-53-10,1934,3,10,f
2387,77,1945-57-16,1945,7,16,f
2388,42,1971-07-29,1971,7,29,m
2389,25,1924-07-20,1924,7,20,m
2390,57,1938-05-13,1938,5,13,m
2391,1,1942-01-24,1942,1,24,m
2392,26,1955-05-21,1955,5,21,m
2393,16,1976-58-23,1976,8,23,f
2394,5,1962-06-04,1962,6,4,m
2395,8,1953-03-11,1953,3,11,m
2396,41,1949-58-29,1949,8,29,f
2397,46,1918-07-14,1918,7,14,m
2398,71,1955-58-25,1955,8,25,f
2399,42,1943-55-02,1943,5,2,f
2400,19,1959-04-10,1959,4,10,m
2401,26,1948-51-26,1948,1,26,f
2402,41,1948-10-26,1948,10,26,m
2403,1,1963-51-25,1963,1,25,f
2404,27,1977-57-05,1977,7,5,f
2405,27,1975-08-21,1975,8,21,m
2406,49,1956-60-06,1956,10,6,f
2407,51,1975-08-27,1975,8,27,m
2408,6,1940-54-28,1940,4,28,f
2409,54,1964-05-27,1964,5,27,m
2410,73,1973-52-08,1973,2,8,f
2411,73,1968-08-17,1968,8,17,m
2412,20,1980-10-26,1980,10,26,m
2413,46,1961-08-09,1961,8,9,m
2414,54,1950-57-13,1950,7,13,f
2415,54,1957-04-24,1957,4,24,m
2416,72,1954-62-23,1954,12,23,f
2417,48,1938-56-21,1938,6,21,f
2418,1,1953-62-27,1953,12,27,f
2419,1,1954-56-23,1954,6,23,f
2420,48,1972-56-06,1972,6,6,f
2421,48,1970-11-10,1970,11,10,m
2422,68,1976-56-09,1976,6,9,f
2423,42,1957-07-09,1957,7,9,m
2424,54,1920-11-10,1920,11,10,m
2425,6,1977-57-18,1977,7,18,f
2426,74,1927-06-09,1927,6,9,m
2427,74,1934-61-30,1934,11,30,f
2428,1,1946-56-27,1946,6,27,f
2429,70,1973-11-22,1973,11,22,m
2430,5,1937-10-28,1937,10,28,m
2431,75,1966-10-10,1966,10,10,m
2432,27,1924-53-08,1924,3,8,f
2433,32,1964-06-19,1964,6,19,m
2434,42,1945-55-24,1945,5,24,f
2435,16,1943-60-18,1943,10,18,f
2436,25,1934-58-06,1934,8,6,f
2437,45,1936-12-27,1936,12,27,m
2438,52,1946-59-19,1946,9,19,f
2439,52,1944-11-26,1944,11,26,m
2440,17,1935-09-09,1935,9,9,m
2441,1,1928-10-06,1928,10,6,m
2442,1,1927-57-08,1927,7,8,f
2443,75,1949-05-23,1949,5,23,m
2444,4,1934-08-26,1934,8,26,m
2445,54,1969-02-26,1969,2,26,m
2447,68,1972-10-07,1972,10,7,m
2448,68,1971-57-01,1971,7,1,f
2449,1,1967-12-28,1967,12,28,m
2450,54,1975-55-17,1975,5,17,f
2451,42,1939-12-06,1939,12,6,m
2452,64,1952-56-07,1952,6,7,f
2453,13,1924-01-13,1924,1,13,m
2454,69,1940-59-04,1940,9,4,f
2455,72,1919-11-04,1919,11,4,m
2456,72,1923-62-04,1923,12,4,f
2457,68,1940-08-17,1940,8,17,m
2458,68,1932-58-09,1932,8,9,f
2459,20,1974-57-22,1974,7,22,f
2460,19,1963-51-05,1963,1,5,f
2461,64,1967-04-02,1967,4,2,m
2462,19,1934-06-06,1934,6,6,m
2463,7,1944-12-17,1944,12,17,m
2464,30,1945-09-01,1945,9,1,m
2465,51,1973-10-17,1973,10,17,m
2467,36,1946-55-16,1946,5,16,f
2468,71,1965-03-18,1965,3,18,m
2469,54,1957-59-10,1957,9,10,f
2470,53,1943-06-14,1943,6,14,m
2471,53,1942-51-05,1942,1,5,f
2472,70,1976-53-29,1976,3,29,f
2473,20,1976-60-17,1976,10,17,f
2474,42,1957-04-06,1957,4,6,m
2475,44,1982-52-02,1982,2,2,f
2476,75,1957-52-16,1957,2,16,f
2477,75,1952-06-14,1952,6,14,m
2478,48,1940-55-24,1940,5,24,f
2479,31,1959-53-31,1959,3,31,f
2480,46,1976-62-08,1976,12,8,f
2481,6,1948-06-22,1948,6,22,m
2482,34,1925-01-07,1925,1,7,m
2483,34,1929-62-30,1929,12,30,f
2484,68,1969-12-21,1969,12,21,m
2485,20,1933-05-15,1933,5,15,m
2486,76,1961-60-05,1961,10,5,f
2487,67,1967-59-25,1967,9,25,f
2488,9,1980-59-22,1980,9,22,f
2489,64,1975-51-28,1975,1,28,f
2490,61,1961-53-26,1961,3,26,f
2491,5,1939-53-20,1939,3,20,f
2492,5,1943-12-13,1943,12,13,m
2493,1,1962-10-09,1962,10,9,m
2494,37,1971-01-06,1971,1,6,m
2495,58,1939-62-14,1939,12,14,f
2496,1,1972-07-07,1972,7,7,m
2497,34,1962-54-06,1962,4,6,f
2498,37,1980-03-12,1980,3,12,m
2499,13,1944-08-04,1944,8,4,m
2500,24,1946-58-20,1946,8,20,f
2501,70,1940-62-04,1940,12,4,f
2502,1,1935-53-13,1935,3,13,f
2503,54,1977-59-23,1977,9,23,f
2504,61,1950-01-09,1950,1,9,m
2505,25,1960-54-30,1960,4,30,f
2506,76,1976-09-27,1976,9,27,m
2507,37,1952-58-26,1952,8,26,f
2508,72,1965-58-07,1965,8,7,f
2509,72,1971-02-06,1971,2,6,m
2510,72,1959-56-10,1959,6,10,f
2511,35,1975-53-27,1975,3,27,f
2512,35,1974-07-27,1974,7,27,m
2513,41,1941-05-08,1941,5,8,m
2514,59,1957-02-11,1957,2,11,m
2515,12,1958-06-03,1958,6,3,m
2516,33,1942-51-05,1942,1,5,f
2517,18,1924-09-09,1924,9,9,m
2518,18,1921-55-07,1921,5,7,f
2519,29,1970-58-06,1970,8,6,f
2520,62,1944-07-30,1944,7,30,m
2521,55,1947-53-30,1947,3,30,f
2522,74,1937-09-08,1937,9,8,m
2523,74,1937-62-02,1937,12,2,f
2524,36,1959-07-31,1959,7,31,m
2525,36,1952-57-10,1952,7,10,f
2526,1,1964-07-26,1964,7,26,m
2527,44,1947-57-31,1947,7,31,f
2528,25,1977-02-16,1977,2,16,m
2529,70,1939-06-22,1939,6,22,m
2530,8,1950-02-11,1950,2,11,m
2531,5,1954-51-24,1954,1,24,f
2532,29,1937-05-09,1937,5,9,m
2533,40,1929-57-17,1929,7,17,f
2534,1,1943-01-10,1943,1,10,m
2535,1,1945-01-10,1945,1,10,m
2536,64,1961-10-22,1961,10,22,m
2537,73,1957-10-10,1957,10,10,m
2538,56,1980-02-23,1980,2,23,m
2539,32,1972-51-21,1972,1,21,f
2540,46,1981-06-26,1981,6,26,m
2542,3,1944-12-19,1944,12,19,m
2543,3,1952-58-27,1952,8,27,f
2545,9,1953-59-28,1953,9,28,f
2546,41,1961-62-03,1961,12,3,f
2547,48,1953-60-29,1953,10,29,f
2548,48,1953-10-06,1953,10,6,m
2549,70,1923-55-05,1923,5,5,f
2550,1,1976-60-12,1976,10,12,f
2551,70,1939-58-11,1939,8,11,f
2552,74,1964-51-24,1964,1,24,f
2553,34,1976-11-24,1976,11,24,m
2554,64,1941-09-20,1941,9,20,m
2555,42,1963-09-23,1963,9,23,m
2556,44,1951-52-10,1951,2,10,f
2557,7,1957-02-18,1957,2,18,m
2558,30,1959-01-18,1959,1,18,m
2559,8,1965-53-31,1965,3,31,f
2560,70,1974-56-20,1974,6,20,f
2561,48,1945-07-26,1945,7,26,m
2562,42,1952-11-01,1952,11,1,m
2563,74,1971-09-08,1971,9,8,m
2565,64,1946-05-22,1946,5,22,m
2566,29,1963-53-25,1963,3,25,f
2567,64,1943-05-30,1943,5,30,m
2568,64,1938-56-11,1938,6,11,f
2569,69,1948-04-01,1948,4,1,m
2570,69,1947-56-19,1947,6,19,f
2571,43,1979-54-25,1979,4,25,f
2572,1,1953-10-08,1953,10,8,m
2573,1,1965-53-10,1965,3,10,f
2574,29,1932-54-22,1932,4,22,f
2576,46,1979-55-16,1979,5,16,f
2577,70,1918-01-07,1918,1,7,m
2578,76,1954-07-08,1954,7,8,m
2579,11,1935-51-02,1935,1,2,f
2580,11,1935-03-07,1935,3,7,m
2581,52,1953-61-19,1953,11,19,f
2582,51,1938-12-15,1938,12,15,m
2583,75,1937-06-17,1937,6,17,m
2584,4,1944-62-15,1944,12,15,f
2585,75,1971-58-28,1971,8,28,f
2586,8,1966-05-14,1966,5,14,m
2587,8,1973-51-03,1973,1,3,f
2588,33,1958-05-19,1958,5,19,m
2589,21,1963-02-17,1963,2,17,m
2590,42,1964-60-19,1964,10,19,f
2591,42,1960-02-27,1960,2,27,m
2592,1,1980-58-31,1980,8,31,f
2593,1,1977-06-10,1977,6,10,m
2594,55,1963-07-31,1963,7,31,m
2596,31,1961-10-08,1961,10,8,m
2597,28,1969-58-06,1969,8,6,f
2598,28,1965-10-25,1965,10,25,m
2599,1,1946-01-09,1946,1,9,m
2600,7,1923-54-17,1923,4,17,f
2601,37,1961-07-25,1961,7,25,m
2602,37,1966-58-20,1966,8,20,f
2603,38,1972-61-03,1972,11,3,f
2604,22,1926-07-11,1926,7,11,m
2605,22,1925-54-17,1925,4,17,f
2606,31,1943-01-04,1943,1,4,m
2607,63,1943-03-27,1943,3,27,m
2608,58,1943-59-15,1943,9,15,f
2609,1,1977-05-09,1977,5,9,m
2610,1,1980-55-03,1980,5,3,f
2611,77,1938-11-09,1938,11,9,m
2612,38,1975-02-03,1975,2,3,m
2613,1,1977-10-26,1977,10,26,m
2614,72,1946-03-14,1946,3,14,m
2615,64,1945-58-26,1945,8,26,f
2616,50,1970-07-07,1970,7,7,m
2617,50,1962-56-26,1962,6,26,f
2618,17,1942-08-14,1942,8,14,m
2619,63,1969-57-09,1969,7,9,f
2620,63,1968-07-18,1968,7,18,m
2621,51,1956-05-09,1956,5,9,m
2622,71,1973-06-07,1973,6,7,m
2623,16,1965-57-16,1965,7,16,f
2625,57,1972-10-07,1972,10,7,m
2626,1,1940-02-14,1940,2,14,m
2628,1,1931-61-05,1931,11,5,f
2629,1,1931-12-03,1931,12,3,m
2630,64,1937-58-20,1937,8,20,f
2631,18,1970-05-21,1970,5,21,m
2632,18,1963-52-25,1963,2,25,f
2633,1,1967-57-12,1967,7,12,f
2635,67,1966-62-10,1966,12,10,f
2636,28,1918-10-24,1918,10,24,m
2637,64,1935-06-06,1935,6,6,m
2638,1,1942-01-07,1942,1,7,m
2639,45,1950-53-04,1950,3,4,f
2640,45,1951-01-29,1951,1,29,m
2642,22,1973-09-04,1973,9,4,m
2643,54,1946-51-07,1946,1,7,f
2644,6,1964-53-23,1964,3,23,f
2645,67,1920-04-22,1920,4,22,m
2646,63,1937-56-07,1937,6,7,f
2647,9,1940-03-26,1940,3,26,m
2648,9,1934-60-10,1934,10,10,f
2650,75,1975-03-05,1975,3,5,m
2651,75,1969-61-27,1969,11,27,f
2652,41,1949-55-09,1949,5,9,f
2653,1,1950-01-25,1950,1,25,m
2654,59,1939-60-08,1939,10,8,f
2655,44,1963-08-12,1963,8,12,m
2656,54,1955-09-15,1955,9,15,m
2657,73,1948-07-09,1948,7,9,m
2658,11,1933-01-21,1933,1,21,m
2659,46,1941-05-24,1941,5,24,m
2661,1,1961-60-17,1961,10,17,f
2662,1,1978-08-29,1978,8,29,m
2663,8,1976-10-01,1976,10,1,m
2666,47,1935-57-06,1935,7,6,f
2667,9,1972-01-01,1972,1,1,m
2668,9,1975-52-09,1975,2,9,f
2669,51,1927-05-08,1927,5,8,m
2670,45,1936-09-13,1936,9,13,m
2671,35,1972-54-22,1972,4,22,f
2672,7,1940-53-26,1940,3,26,f
2673,65,1959-07-16,1959,7,16,m
2674,65,1952-60-03,1952,10,3,f
2675,31,1924-01-22,1924,1,22,m
2676,61,1961-06-01,1961,6,1,m
2677,33,1922-05-24,1922,5,24,m
2678,33,1918-55-15,1918,5,15,f
2679,1,1938-09-30,1938,9,30,m
2680,1,1945-59-02,1945,9,2,f
2681,45,1971-51-04,1971,1,4,f
2682,45,1975-01-14,1975,1,14,m
2683,48,1929-56-13,1929,6,13,f
2684,74,1953-52-11,1953,2,11,f
2685,73,1969-56-21,1969,6,21,f
2686,19,1951-53-24,1951,3,24,f
2687,19,1949-08-22,1949,8,22,m
2688,60,1967-60-24,1967,10,24,f
2689,16,1923-01-17,1923,1,17,m
2690,58,1971-62-25,1971,12,25,f
2691,47,1964-05-17,1964,5,17,m
2692,44,1925-05-30,1925,5,30,m
2693,46,1976-58-04,1976,8,4,f
2694,15,1927-60-06,1927,10,6,f
2695,15,1929-05-16,1929,5,16,m
2696,2,1947-09-04,1947,9,4,m
2697,2,1948-58-14,1948,8,14,f
2698,31,1970-60-07,1970,10,7,f
2699,31,1977-02-23,1977,2,23,m
2700,34,1945-02-22,1945,2,22,m
2701,1,1952-03-29,1952,3,29,m
2702,7,1919-02-26,1919,2,26,m
2703,2,1973-53-12,1973,3,12,f
2704,1,1949-55-22,1949,5,22,f
2705,43,1924-04-30,1924,4,30,m
2706,3,1967-07-02,1967,7,2,m
2707,45,1969-05-23,1969,5,23,m
2708,73,1958-08-12,1958,8,12,m
2709,26,1946-06-14,1946,6,14,m
2712,25,1956-01-17,1956,1,17,m
2713,36,1962-09-02,1962,9,2,m
2714,6,1970-53-06,1970,3,6,f
2715,7,1957-07-04,1957,7,4,m
2716,25,1969-57-13,1969,7,13,f
2717,46,1930-04-28,1930,4,28,m
2718,46,1932-62-22,1932,12,22,f
2719,29,1964-60-30,1964,10,30,f
2720,1,1949-59-05,1949,9,5,f
2721,24,1950-56-26,1950,6,26,f
2724,35,1975-03-01,1975,3,1,m
2726,1,1973-57-28,1973,7,28,f
2727,1,1968-02-05,1968,2,5,m
2728,74,1922-08-13,1922,8,13,m
2729,1,1966-08-28,1966,8,28,m
2730,52,1947-03-18,1947,3,18,m
2731,38,1927-12-08,1927,12,8,m
2732,57,1953-59-16,1953,9,16,f
2733,3,1927-61-11,1927,11,11,f
2734,3,1934-11-12,1934,11,12,m
2735,64,1928-07-31,1928,7,31,m
2736,1,1958-52-15,1958,2,15,f
2738,1,1951-04-25,1951,4,25,m
2739,13,1950-01-26,1950,1,26,m
2740,36,1967-61-23,1967,11,23,f
2741,41,1930-61-29,1930,11,29,f
2742,65,1948-58-27,1948,8,27,f
2743,50,1939-60-04,1939,10,4,f
2744,50,1943-02-22,1943,2,22,m
2745,54,1939-58-07,1939,8,7,f
2746,1,1971-02-25,1971,2,25,m
2747,6,1936-10-14,1936,10,14,m
2748,6,1936-60-06,1936,10,6,f
2749,14,1921-53-04,1921,3,4,f
2750,14,1913-07-13,1913,7,13,m
2751,68,1957-51-24,1957,1,24,f
2752,48,1971-08-09,1971,8,9,m
2754,66,1978-55-24,1978,5,24,f
2755,1,1970-53-23,1970,3,23,f
2756,31,1919-59-28,1919,9,28,f
2758,1,1946-07-14,1946,7,14,m
2759,2,1974-01-26,1974,1,26,m
2760,68,1975-62-12,1975,12,12,f
2761,1,1977-59-29,1977,9,29,f
2762,29,1953-54-23,1953,4,23,f
2765,36,1981-54-20,1981,4,20,f
2766,70,1959-09-15,1959,9,15,m
2767,70,1954-56-04,1954,6,4,f
2768,1,1964-04-02,1964,4,2,m
2769,69,1937-05-15,1937,5,15,m
2770,1,1954-07-08,1954,7,8,m
2771,37,1920-10-25,1920,10,25,m
2772,37,1923-51-08,1923,1,8,f
2773,49,1919-59-13,1919,9,13,f
2774,49,1921-02-23,1921,2,23,m
2775,41,1978-57-09,1978,7,9,f
2776,31,1934-56-07,1934,6,7,f
2777,46,1970-53-28,1970,3,28,f
2778,57,1964-05-16,1964,5,16,m
2779,29,1948-05-04,1948,5,4,m
2780,29,1947-51-16,1947,1,16,f
2781,46,1960-61-22,1960,11,22,f
2782,31,1940-09-13,1940,9,13,m
2783,1,1940-06-20,1940,6,20,m
2784,36,1958-57-25,1958,7,25,f
2785,22,1962-07-29,1962,7,29,m
2786,24,1951-11-02,1951,11,2,m
2787,41,1976-60-14,1976,10,14,f
2788,49,1951-60-21,1951,10,21,f
2789,1,1951-62-25,1951,12,25,f
2790,16,1975-02-10,1975,2,10,m
2791,60,1921-10-10,1921,10,10,m
2794,18,1965-01-22,1965,1,22,m
2795,18,1968-54-13,1968,4,13,f
2796,15,1974-06-25,1974,6,25,m
2797,28,1950-11-05,1950,11,5,m
2798,65,1931-06-27,1931,6,27,m
2799,4,1961-62-02,1961,12,2,f
2800,2,1949-08-26,1949,8,26,m
2801,75,1919-02-18,1919,2,18,m
2802,1,1966-61-29,1966,11,29,f
2803,68,1931-10-12,1931,10,12,m
2804,68,1936-61-10,1936,11,10,f
2805,73,1964-07-13,1964,7,13,m
2806,58,1955-57-01,1955,7,1,f
2808,8,1974-53-31,1974,3,31,f
2809,33,1979-02-14,1979,2,14,m
2810,72,1971-07-28,1971,7,28,m
2811,1,1946-62-07,1946,12,7,f
2812,55,1970-55-02,1970,5,2,f
2813,70,1941-04-10,1941,4,10,m
2814,19,1973-52-10,1973,2,10,f
2815,35,1930-06-30,1930,6,30,m
2816,35,1938-53-15,1938,3,15,f
2817,1,1977-52-19,1977,2,19,f
2818,54,1963-04-12,1963,4,12,m
2819,8,1980-08-12,1980,8,12,m
2820,77,1966-12-17,1966,12,17,m
2821,45,1980-61-01,1980,11,1,f
2822,50,1958-10-19,1958,10,19,m
2823,70,1946-62-18,1946,12,18,f
2824,39,1941-09-05,1941,9,5,m
2825,65,1958-03-29,1958,3,29,m
2826,59,1935-01-28,1935,1,28,m
2827,63,1923-02-13,1923,2,13,m
2828,14,1949-57-10,1949,7,10,f
2829,33,1939-62-27,1939,12,27,f
2830,51,1974-11-14,1974,11,14,m
2831,68,1980-57-09,1980,7,9,f
2832,13,1927-07-23,1927,7,23,m
2833,13,1923-57-09,1923,7,9,f
2834,52,1949-05-23,1949,5,23,m
2835,27,1966-01-27,1966,1,27,m
2836,38,1919-59-21,1919,9,21,f
2837,38,1927-05-21,1927,5,21,m
2838,65,1965-03-09,1965,3,9,m
2839,72,1928-57-05,1928,7,5,f
2840,72,1934-05-14,1934,5,14,m
2841,18,1973-54-10,1973,4,10,f
2842,74,1958-06-17,1958,6,17,m
2843,70,1966-60-06,1966,10,6,f
2844,51,1962-11-19,1962,11,19,m
2845,7,1952-09-02,1952,9,2,m
2846,1,1969-53-17,1969,3,17,f
2847,34,1942-57-25,1942,7,25,f
2848,34,1939-02-20,1939,2,20,m
2849,19,1928-04-02,1928,4,2,m
2850,7,1970-08-20,1970,8,20,m
2851,54,1939-08-10,1939,8,10,m
2852,26,1942-56-28,1942,6,28,f
2853,28,1956-54-25,1956,4,25,f
2854,16,1949-06-01,1949,6,1,m
