disp_id,client_id,account_id,type,district_id,sex,age,age_category,no. of inhabitants,ratio of urban inhabitants,average salary,crime_increase,unemployment_increase,crime_avg,unemployment_avg
5214,5214,4330,OWNER,47,m,23,18-25,162580,72.80,9538,-4.11,0.30,35.33,1.66
5215,5215,4330,DISPONENT,47,f,26,25-40,162580,72.80,9538,-4.11,0.30,35.33,1.66
5217,5217,4332,OWNER,74,f,59,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
5223,5223,4336,OWNER,2,f,22,18-25,88884,46.70,8507,5.79,0.18,27.19,1.76
5224,5224,4337,OWNER,29,m,50,40-50,45714,55.60,8843,1.53,0.78,18.66,3.21
5232,5232,4342,OWNER,74,f,51,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
5233,5233,4343,OWNER,66,m,32,25-40,125832,48.30,8512,-1.14,0.61,17.28,3.81
5236,5236,4346,OWNER,25,m,21,18-25,88757,61.70,8554,4.46,0.21,22.76,2.58
5237,5237,4347,OWNER,1,m,22,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
5240,5240,4349,OWNER,74,m,59,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
5241,5241,4350,OWNER,63,m,21,18-25,86513,50.50,8288,-1.18,0.73,17.47,4.15
5243,5243,4352,OWNER,2,m,29,25-40,88884,46.70,8507,5.79,0.18,27.19,1.76
5245,5245,4354,OWNER,38,f,57,25-50,85852,59.80,8965,1.97,1.15,31.89,7.66
5246,5246,4355,OWNER,70,m,17,-18,285387,89.90,10177,0.81,1.12,35.02,7.19
5247,5247,4356,OWNER,47,m,56,25-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
5249,5249,4358,OWNER,5,f,28,25-40,95616,51.40,9307,4.43,0.58,29.58,4.14
5253,5253,4361,OWNER,69,f,53,25-50,42821,48.40,8173,0.00,0.00,31.71,7.01
5254,5254,4361,DISPONENT,69,m,51,25-50,42821,48.40,8173,0.00,0.00,31.71,7.01
5263,5263,4368,OWNER,1,f,37,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
5273,5273,4375,OWNER,39,m,40,25-40,119895,89.90,10446,-1.70,2.06,40.41,8.37
5275,5275,4377,OWNER,28,m,49,40-50,72541,36.90,8594,-0.76,0.39,21.40,1.81
5277,5277,4379,OWNER,44,f,31,25-40,105606,53.00,8254,1.51,0.97,21.26,3.27
5281,5281,4383,OWNER,73,m,58,25-50,182027,56.40,8746,0.43,0.41,24.14,3.54
5283,5283,4385,OWNER,17,m,17,-18,74062,61.40,8114,2.40,0.24,14.74,2.50
5284,5284,4386,OWNER,51,f,28,25-40,121947,70.50,8541,2.81,0.46,30.07,2.74
5287,5287,4389,OWNER,77,m,28,25-40,148545,53.50,8909,0.88,1.55,23.73,4.79
5308,5308,4405,OWNER,41,f,25,18-25,118650,85.60,9832,-8.21,1.16,50.21,3.90
5312,5312,4408,OWNER,71,m,52,25-50,161227,69.70,8678,-2.39,-0.36,29.69,5.75
5313,5313,4408,DISPONENT,71,f,52,25-50,161227,69.70,8678,-2.39,-0.36,29.69,5.75
5318,5318,4413,OWNER,74,m,31,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
5319,5319,4413,DISPONENT,74,f,35,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
5320,5320,4414,OWNER,17,f,48,40-50,74062,61.40,8114,2.40,0.24,14.74,2.50
5321,5321,4414,DISPONENT,17,m,49,40-50,74062,61.40,8114,2.40,0.24,14.74,2.50
5322,5322,4415,OWNER,73,f,43,40-50,182027,56.40,8746,0.43,0.41,24.14,3.54
5323,5323,4416,OWNER,14,f,23,18-25,177686,74.80,10045,-1.74,0.29,36.30,1.56
5325,5325,4418,OWNER,66,f,29,25-40,125832,48.30,8512,-1.14,0.61,17.28,3.81
5326,5326,4418,DISPONENT,66,m,32,25-40,125832,48.30,8512,-1.14,0.61,17.28,3.81
5333,5333,4423,OWNER,39,f,32,25-40,119895,89.90,10446,-1.70,2.06,40.41,8.37
5334,5334,4424,OWNER,48,m,64,25-50,78955,59.00,9060,0.79,0.66,21.35,2.11
5337,5337,4427,OWNER,1,m,38,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
5338,5338,4427,DISPONENT,1,f,33,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
5347,5347,4434,OWNER,41,m,50,40-50,118650,85.60,9832,-8.21,1.16,50.21,3.90
5352,5352,4437,OWNER,40,f,23,18-25,128118,85.30,9317,-0.60,0.58,53.94,6.78
5353,5353,4438,OWNER,48,f,32,25-40,78955,59.00,9060,0.79,0.66,21.35,2.11
5354,5354,4439,OWNER,30,f,32,25-40,94812,81.80,9650,-1.91,0.29,30.53,3.52
5358,5358,4442,OWNER,54,m,57,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
5362,5362,4445,OWNER,47,m,60,25-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
5364,5364,4447,OWNER,62,m,35,25-40,145688,40.70,8544,1.28,0.57,19.30,1.58
5365,5365,4447,DISPONENT,62,f,28,25-40,145688,40.70,8544,1.28,0.57,19.30,1.58
5366,5366,4448,OWNER,60,f,28,25-40,110643,51.90,8441,3.37,1.03,18.67,3.97
5367,5367,4448,DISPONENT,60,m,20,18-25,110643,51.90,8441,3.37,1.03,18.67,3.97
5374,5374,4454,OWNER,63,m,52,25-50,86513,50.50,8288,-1.18,0.73,17.47,4.15
5376,5376,4456,OWNER,14,m,29,25-40,177686,74.80,10045,-1.74,0.29,36.30,1.56
5379,5379,4458,OWNER,60,m,21,18-25,110643,51.90,8441,3.37,1.03,18.67,3.97
5384,5384,4462,OWNER,73,m,64,25-50,182027,56.40,8746,0.43,0.41,24.14,3.54
5385,5385,4463,OWNER,67,m,25,18-25,106054,63.10,8110,-1.56,0.78,29.81,6.16
5389,5389,4467,OWNER,17,m,31,25-40,74062,61.40,8114,2.40,0.24,14.74,2.50
5392,5392,4470,OWNER,16,f,44,40-50,93931,56.90,8427,0.42,0.42,20.16,1.33
5393,5393,4471,OWNER,4,m,44,40-50,149893,67.40,9753,4.32,0.41,37.15,4.84
5395,5395,4473,OWNER,45,m,37,25-40,77917,53.50,8390,0.54,0.61,26.96,2.58
5397,5397,4475,OWNER,72,f,30,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
5398,5398,4475,DISPONENT,72,m,32,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
5399,5399,4476,OWNER,24,f,27,25-40,122603,80.00,8991,0.61,0.62,42.70,1.70
5402,5402,4478,OWNER,30,f,31,25-40,94812,81.80,9650,-1.91,0.29,30.53,3.52
5404,5404,4480,OWNER,58,f,23,18-25,109164,63.60,8757,2.37,0.57,21.45,3.67
5409,5409,4484,OWNER,15,m,51,25-50,58796,51.90,9045,0.58,0.47,31.67,3.37
5413,5413,4488,OWNER,33,m,53,25-50,133777,84.70,8705,1.56,1.86,35.54,6.68
5420,5420,4493,OWNER,61,m,64,25-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
5433,5433,4503,OWNER,50,m,24,18-25,102609,52.00,8187,0.11,0.62,20.74,5.14
5441,5441,4511,OWNER,18,m,42,40-50,70699,65.30,8968,2.40,0.52,25.81,3.09
5445,5445,4514,OWNER,69,m,47,40-50,42821,48.40,8173,0.00,0.00,31.71,7.01
5450,5450,4519,OWNER,8,m,59,25-50,112065,69.40,11277,-1.71,0.19,45.36,1.34
5460,5460,4526,OWNER,63,m,38,25-40,86513,50.50,8288,-1.18,0.73,17.47,4.15
5461,5461,4527,OWNER,9,f,31,25-40,81344,55.30,8899,-6.15,0.58,33.65,3.68
5462,5462,4527,DISPONENT,9,m,36,25-40,81344,55.30,8899,-6.15,0.58,33.65,3.68
5468,5468,4533,OWNER,68,f,55,25-50,228848,57.20,9893,1.15,0.63,25.15,4.40
5469,5469,4534,OWNER,63,f,20,18-25,86513,50.50,8288,-1.18,0.73,17.47,4.15
5472,5472,4537,OWNER,53,m,43,40-50,107911,50.90,8240,0.49,1.03,17.39,3.04
5473,5473,4538,OWNER,70,f,31,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
5478,5478,4543,OWNER,33,m,54,25-50,133777,84.70,8705,1.56,1.86,35.54,6.68
5487,5487,4550,OWNER,56,f,52,25-50,124605,46.00,8772,2.44,0.29,24.12,4.84
5517,5517,4576,OWNER,57,m,35,25-40,161954,48.00,8720,-0.48,0.77,22.78,4.12
5521,5521,4580,OWNER,9,f,26,25-40,81344,55.30,8899,-6.15,0.58,33.65,3.68
5526,5526,4585,OWNER,27,m,52,25-50,67298,43.80,8561,1.46,0.64,16.02,0.97
5527,5527,4585,DISPONENT,27,f,58,25-50,67298,43.80,8561,1.46,0.64,16.02,0.97
5530,5530,4588,OWNER,12,m,46,40-50,107870,58.00,8754,0.59,0.48,35.56,4.07
5531,5531,4589,OWNER,4,m,20,18-25,149893,67.40,9753,4.32,0.41,37.15,4.84
5539,5539,4596,OWNER,74,m,64,25-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
5563,5563,4616,OWNER,1,m,24,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
5565,5565,4618,OWNER,3,f,33,25-40,75232,41.70,8980,-0.15,0.26,37.46,2.08
5574,5574,4626,OWNER,9,f,29,25-40,81344,55.30,8899,-6.15,0.58,33.65,3.68
5579,5579,4631,OWNER,77,m,48,40-50,148545,53.50,8909,0.88,1.55,23.73,4.79
5580,5580,4631,DISPONENT,77,f,47,40-50,148545,53.50,8909,0.88,1.55,23.73,4.79
5606,5606,4650,OWNER,4,m,19,18-25,149893,67.40,9753,4.32,0.41,37.15,4.84
5617,5617,4659,OWNER,56,f,41,40-50,124605,46.00,8772,2.44,0.29,24.12,4.84
5618,5618,4660,OWNER,63,f,46,40-50,86513,50.50,8288,-1.18,0.73,17.47,4.15
5642,5642,4681,OWNER,70,f,42,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
5684,5684,4715,OWNER,8,f,44,40-50,112065,69.40,11277,-1.71,0.19,45.36,1.34
5699,5699,4725,OWNER,73,m,49,40-50,182027,56.40,8746,0.43,0.41,24.14,3.54
5701,5701,4727,OWNER,2,f,40,25-40,88884,46.70,8507,5.79,0.18,27.19,1.76
5704,5704,4729,OWNER,66,f,24,18-25,125832,48.30,8512,-1.14,0.61,17.28,3.81
5722,5722,4743,OWNER,64,f,40,25-40,197099,74.70,9624,-1.11,0.71,22.19,1.96
5727,5727,4746,OWNER,54,m,46,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
5736,5736,4753,OWNER,1,m,46,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
5753,5753,4768,OWNER,39,m,51,25-50,119895,89.90,10446,-1.70,2.06,40.41,8.37
5760,5760,4774,OWNER,66,m,51,25-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
5761,5761,4774,DISPONENT,66,f,58,25-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
5774,5774,4784,OWNER,46,f,39,25-40,112709,73.50,8369,-2.09,0.52,24.27,2.05
5775,5775,4784,DISPONENT,46,m,44,40-50,112709,73.50,8369,-2.09,0.52,24.27,2.05
5788,5788,4794,OWNER,72,m,37,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
5801,5801,4803,OWNER,26,f,20,18-25,170449,100.00,10787,1.29,0.45,36.09,2.87
5826,5826,4825,OWNER,15,m,31,25-40,58796,51.90,9045,0.58,0.47,31.67,3.37
5827,5827,4825,DISPONENT,15,f,24,18-25,58796,51.90,9045,0.58,0.47,31.67,3.37
5858,5858,4851,OWNER,52,m,47,40-50,139012,61.90,8363,1.69,0.97,19.29,3.00
5859,5859,4851,DISPONENT,52,f,54,25-50,139012,61.90,8363,1.69,0.97,19.29,3.00
5860,5860,4852,OWNER,47,m,35,25-40,162580,72.80,9538,-4.11,0.30,35.33,1.66
5866,5866,4858,OWNER,67,f,21,18-25,106054,63.10,8110,-1.56,0.78,29.81,6.16
5873,5873,4863,OWNER,5,f,20,18-25,95616,51.40,9307,4.43,0.58,29.58,4.14
5911,5911,4894,OWNER,14,m,64,25-50,177686,74.80,10045,-1.74,0.29,36.30,1.56
5928,5928,4907,OWNER,42,f,29,25-40,95907,59.10,8388,0.10,0.53,17.34,2.67
5965,5965,4937,OWNER,50,m,48,40-50,102609,52.00,8187,0.11,0.62,20.74,5.14
5977,5977,4948,OWNER,43,m,20,18-25,161854,76.30,9425,-1.20,0.78,24.64,2.11
5978,5978,4949,OWNER,33,f,55,25-50,133777,84.70,8705,1.56,1.86,35.54,6.68
6001,6001,4969,OWNER,60,m,62,25-50,110643,51.90,8441,3.37,1.03,18.67,3.97
6015,6015,4981,OWNER,54,m,26,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
6033,6033,4994,OWNER,1,m,33,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
6034,6034,4995,OWNER,20,m,60,25-50,70646,58.40,8547,-0.30,0.99,21.98,3.15
6039,6039,4999,OWNER,1,f,41,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
6040,6040,4999,DISPONENT,1,m,36,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
6042,6042,5001,OWNER,53,m,36,25-40,107911,50.90,8240,0.49,1.03,17.39,3.04
6052,6052,5011,OWNER,40,m,50,40-50,128118,85.30,9317,-0.60,0.58,53.94,6.78
6067,6067,5024,OWNER,70,f,49,40-50,285387,89.90,10177,0.81,1.12,35.02,7.19
6077,6077,5033,OWNER,54,f,19,18-25,387570,100.00,9897,-0.06,0.36,48.27,1.78
6112,6112,5063,OWNER,43,f,41,40-50,161854,76.30,9425,-1.20,0.78,24.64,2.11
6114,6114,5065,OWNER,66,f,59,25-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
6115,6115,5066,OWNER,13,f,46,40-50,53921,41.30,8598,5.16,0.49,32.20,3.01
6122,6122,5072,OWNER,6,f,31,25-40,77963,51.50,8546,6.16,1.07,36.94,3.48
6144,6144,5092,OWNER,54,f,43,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
6175,6175,5118,OWNER,72,m,35,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
6178,6178,5120,OWNER,1,f,59,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
6183,6183,5125,OWNER,1,m,36,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
6185,6185,5126,OWNER,58,f,51,25-50,109164,63.60,8757,2.37,0.57,21.45,3.67
6186,6186,5126,DISPONENT,58,m,47,40-50,109164,63.60,8757,2.37,0.57,21.45,3.67
6191,6191,5129,OWNER,74,m,47,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
6196,6196,5133,OWNER,68,m,56,25-50,228848,57.20,9893,1.15,0.63,25.15,4.40
6235,6235,5164,OWNER,5,m,59,25-50,95616,51.40,9307,4.43,0.58,29.58,4.14
6255,6255,5180,OWNER,54,f,54,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
6256,6256,5180,DISPONENT,54,m,58,25-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
6257,6257,5181,OWNER,75,f,57,25-50,138032,64.60,8819,3.20,0.28,31.04,5.52
6272,6272,5194,OWNER,1,m,57,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
6275,6275,5196,OWNER,13,m,43,40-50,53921,41.30,8598,5.16,0.49,32.20,3.01
6299,6299,5213,OWNER,1,m,63,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
6301,6301,5215,OWNER,55,f,50,40-50,157042,33.90,8743,1.50,0.55,24.05,2.16
6317,6317,5228,OWNER,77,f,42,40-50,148545,53.50,8909,0.88,1.55,23.73,4.79
6318,6318,5228,DISPONENT,77,m,49,40-50,148545,53.50,8909,0.88,1.55,23.73,4.79
6342,6342,5250,OWNER,8,m,45,40-50,112065,69.40,11277,-1.71,0.19,45.36,1.34
6349,6349,5256,OWNER,72,m,27,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
6359,6359,5263,OWNER,64,m,23,18-25,197099,74.70,9624,-1.11,0.71,22.19,1.96
6363,6363,5267,OWNER,4,f,26,25-40,149893,67.40,9753,4.32,0.41,37.15,4.84
6366,6366,5269,OWNER,49,m,33,25-40,75685,60.80,8208,6.12,0.37,24.99,2.07
6367,6367,5270,OWNER,44,m,29,25-40,105606,53.00,8254,1.51,0.97,21.26,3.27
6383,6383,5283,OWNER,15,m,29,25-40,58796,51.90,9045,0.58,0.47,31.67,3.37
6391,6391,5290,OWNER,34,m,47,40-50,125236,87.70,9675,-1.06,1.25,41.97,7.05
6408,6408,5305,OWNER,47,m,43,40-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
6417,6417,5313,OWNER,40,m,49,40-50,128118,85.30,9317,-0.60,0.58,53.94,6.78
6422,6422,5317,OWNER,28,m,39,25-40,72541,36.90,8594,-0.76,0.39,21.40,1.81
6452,6452,5343,OWNER,64,m,57,25-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
6468,6468,5357,OWNER,70,m,55,25-50,285387,89.90,10177,0.81,1.12,35.02,7.19
6469,6469,5358,OWNER,4,m,46,40-50,149893,67.40,9753,4.32,0.41,37.15,4.84
6473,6473,5362,OWNER,76,f,59,25-50,127369,51.20,8369,-7.29,1.15,25.69,5.30
6474,6474,5362,DISPONENT,76,m,65,25-50,127369,51.20,8369,-7.29,1.15,25.69,5.30
6478,6478,5366,OWNER,3,m,48,40-50,75232,41.70,8980,-0.15,0.26,37.46,2.08
6481,6481,5369,OWNER,1,f,41,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
6485,6485,5372,OWNER,48,f,37,25-40,78955,59.00,9060,0.79,0.66,21.35,2.11
6499,6499,5385,OWNER,44,m,36,25-40,105606,53.00,8254,1.51,0.97,21.26,3.27
6501,6501,5387,OWNER,1,m,29,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
6511,6511,5395,OWNER,47,m,46,40-50,162580,72.80,9538,-4.11,0.30,35.33,1.66
6544,6544,5422,OWNER,66,m,25,18-25,125832,48.30,8512,-1.14,0.61,17.28,3.81
6545,6545,5422,DISPONENT,66,f,21,18-25,125832,48.30,8512,-1.14,0.61,17.28,3.81
6546,6546,5423,OWNER,1,f,36,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
6551,6551,5428,OWNER,24,f,51,25-50,122603,80.00,8991,0.61,0.62,42.70,1.70
6552,6552,5429,OWNER,71,m,44,40-50,161227,69.70,8678,-2.39,-0.36,29.69,5.75
6567,6567,5442,OWNER,5,f,21,18-25,95616,51.40,9307,4.43,0.58,29.58,4.14
6571,6571,5445,OWNER,72,f,28,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
6604,6604,5472,OWNER,72,m,51,25-50,226122,62.60,8994,-2.05,0.99,41.75,4.29
6610,6610,5477,OWNER,57,m,45,40-50,161954,48.00,8720,-0.48,0.77,22.78,4.12
6616,6616,5481,OWNER,1,m,46,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
6619,6619,5483,OWNER,43,f,56,25-50,161854,76.30,9425,-1.20,0.78,24.64,2.11
6644,6644,5505,OWNER,1,f,40,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
6691,6691,5541,OWNER,43,m,57,25-50,161854,76.30,9425,-1.20,0.78,24.64,2.11
6698,6698,5546,OWNER,43,f,47,40-50,161854,76.30,9425,-1.20,0.78,24.64,2.11
6729,6729,5572,OWNER,15,m,42,40-50,58796,51.90,9045,0.58,0.47,31.67,3.37
6731,6731,5574,OWNER,13,m,56,25-50,53921,41.30,8598,5.16,0.49,32.20,3.01
6749,6749,5591,OWNER,9,f,56,25-50,81344,55.30,8899,-6.15,0.58,33.65,3.68
6750,6750,5591,DISPONENT,9,m,53,25-50,81344,55.30,8899,-6.15,0.58,33.65,3.68
6753,6753,5593,OWNER,15,m,37,25-40,58796,51.90,9045,0.58,0.47,31.67,3.37
6764,6764,5602,OWNER,19,m,55,25-50,51428,52.70,8402,1.94,0.85,20.40,3.55
6789,6789,5622,OWNER,57,m,20,18-25,161954,48.00,8720,-0.48,0.77,22.78,4.12
6798,6798,5628,OWNER,61,f,51,25-50,117897,53.80,8814,-0.45,0.98,17.69,5.25
6803,6803,5632,OWNER,5,f,19,18-25,95616,51.40,9307,4.43,0.58,29.58,4.14
6804,6804,5632,DISPONENT,5,m,18,18-25,95616,51.40,9307,4.43,0.58,29.58,4.14
6827,6827,5648,OWNER,59,m,30,25-40,108871,62.10,8444,-2.66,0.23,22.50,3.36
6829,6829,5650,OWNER,10,f,36,25-40,92084,46.70,10124,5.49,-0.02,44.12,0.55
6844,6844,5661,OWNER,53,f,28,25-40,107911,50.90,8240,0.49,1.03,17.39,3.04
6886,6886,5692,OWNER,66,f,57,25-50,125832,48.30,8512,-1.14,0.61,17.28,3.81
6892,6892,5698,OWNER,1,f,48,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
6893,6893,5698,DISPONENT,1,m,55,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
6895,6895,5700,OWNER,42,m,28,25-40,95907,59.10,8388,0.10,0.53,17.34,2.67
6906,6906,5708,OWNER,64,m,50,40-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
6922,6922,5724,OWNER,14,f,60,25-50,177686,74.80,10045,-1.74,0.29,36.30,1.56
6924,6924,5726,OWNER,17,m,32,25-40,74062,61.40,8114,2.40,0.24,14.74,2.50
6936,6936,5735,OWNER,52,f,40,25-40,139012,61.90,8363,1.69,0.97,19.29,3.00
6944,6944,5740,OWNER,43,m,29,25-40,161854,76.30,9425,-1.20,0.78,24.64,2.11
6946,6946,5742,OWNER,74,f,29,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
6967,6967,5758,OWNER,44,m,46,40-50,105606,53.00,8254,1.51,0.97,21.26,3.27
6978,6978,5767,OWNER,38,m,34,25-40,85852,59.80,8965,1.97,1.15,31.89,7.66
6987,6987,5774,OWNER,1,m,31,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
7010,7010,5794,OWNER,70,m,32,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
7011,7011,5794,DISPONENT,70,f,38,25-40,285387,89.90,10177,0.81,1.12,35.02,7.19
7043,7043,5817,OWNER,77,m,59,25-50,148545,53.50,8909,0.88,1.55,23.73,4.79
7065,7065,5837,OWNER,5,f,28,25-40,95616,51.40,9307,4.43,0.58,29.58,4.14
7100,7100,5868,OWNER,30,f,38,25-40,94812,81.80,9650,-1.91,0.29,30.53,3.52
7102,7102,5870,OWNER,75,f,32,25-40,138032,64.60,8819,3.20,0.28,31.04,5.52
7112,7112,5878,OWNER,76,m,38,25-40,127369,51.20,8369,-7.29,1.15,25.69,5.30
7127,7127,5891,OWNER,3,m,42,40-50,75232,41.70,8980,-0.15,0.26,37.46,2.08
7150,7150,5912,OWNER,45,f,36,25-40,77917,53.50,8390,0.54,0.61,26.96,2.58
7166,7166,5927,OWNER,15,m,35,25-40,58796,51.90,9045,0.58,0.47,31.67,3.37
7186,7186,5944,OWNER,27,f,55,25-50,67298,43.80,8561,1.46,0.64,16.02,0.97
7195,7195,5952,OWNER,50,m,37,25-40,102609,52.00,8187,0.11,0.62,20.74,5.14
7234,7234,5984,OWNER,28,m,34,25-40,72541,36.90,8594,-0.76,0.39,21.40,1.81
7241,7241,5991,OWNER,57,f,42,40-50,161954,48.00,8720,-0.48,0.77,22.78,4.12
7286,7286,6030,OWNER,47,f,29,25-40,162580,72.80,9538,-4.11,0.30,35.33,1.66
7291,7291,6034,OWNER,77,f,59,25-50,148545,53.50,8909,0.88,1.55,23.73,4.79
7299,7299,6040,OWNER,1,m,61,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
7311,7311,6051,OWNER,56,m,50,40-50,124605,46.00,8772,2.44,0.29,24.12,4.84
7324,7324,6061,OWNER,1,f,36,25-40,1204953,100.00,12541,11.15,0.14,76.68,0.36
7325,7325,6062,OWNER,24,m,24,18-25,122603,80.00,8991,0.61,0.62,42.70,1.70
7327,7327,6064,OWNER,49,m,40,25-40,75685,60.80,8208,6.12,0.37,24.99,2.07
7339,7339,6075,OWNER,19,f,25,18-25,51428,52.70,8402,1.94,0.85,20.40,3.55
7348,7348,6083,OWNER,6,f,22,18-25,77963,51.50,8546,6.16,1.07,36.94,3.48
7366,7366,6097,OWNER,29,f,26,25-40,45714,55.60,8843,1.53,0.78,18.66,3.21
7390,7390,6118,OWNER,1,m,62,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
7411,7411,6138,OWNER,54,f,36,25-40,387570,100.00,9897,-0.06,0.36,48.27,1.78
7412,7412,6138,DISPONENT,54,m,44,40-50,387570,100.00,9897,-0.06,0.36,48.27,1.78
7422,7422,6148,OWNER,74,m,41,40-50,323870,100.00,10673,-1.34,0.69,57.32,5.10
7423,7423,6148,DISPONENT,74,f,35,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
7434,7434,6157,OWNER,34,f,57,25-50,125236,87.70,9675,-1.06,1.25,41.97,7.05
7435,7435,6158,OWNER,67,f,42,40-50,106054,63.10,8110,-1.56,0.78,29.81,6.16
7521,7521,6226,OWNER,74,f,39,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
7567,7567,6265,OWNER,5,m,62,25-50,95616,51.40,9307,4.43,0.58,29.58,4.14
7576,7576,6273,OWNER,38,m,37,25-40,85852,59.80,8965,1.97,1.15,31.89,7.66
7586,7586,6281,OWNER,56,f,26,25-40,124605,46.00,8772,2.44,0.29,24.12,4.84
7594,7594,6289,OWNER,64,f,50,40-50,197099,74.70,9624,-1.11,0.71,22.19,1.96
7614,7614,6306,OWNER,64,m,22,18-25,197099,74.70,9624,-1.11,0.71,22.19,1.96
7632,7632,6321,OWNER,1,m,51,25-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
7672,7672,6353,OWNER,26,m,46,40-50,170449,100.00,10787,1.29,0.45,36.09,2.87
7678,7678,6358,OWNER,3,m,37,25-40,75232,41.70,8980,-0.15,0.26,37.46,2.08
7683,7683,6363,OWNER,12,m,53,25-50,107870,58.00,8754,0.59,0.48,35.56,4.07
7723,7723,6397,OWNER,48,f,33,25-40,78955,59.00,9060,0.79,0.66,21.35,2.11
7724,7724,6397,DISPONENT,48,m,31,25-40,78955,59.00,9060,0.79,0.66,21.35,2.11
7727,7727,6400,OWNER,31,f,41,40-50,51313,59.20,8930,2.42,0.68,27.09,3.86
7753,7753,6425,OWNER,70,f,21,18-25,285387,89.90,10177,0.81,1.12,35.02,7.19
7765,7765,6434,OWNER,1,f,41,40-50,1204953,100.00,12541,11.15,0.14,76.68,0.36
7772,7772,6440,OWNER,1,f,23,18-25,1204953,100.00,12541,11.15,0.14,76.68,0.36
7787,7787,6453,OWNER,34,m,48,40-50,125236,87.70,9675,-1.06,1.25,41.97,7.05
7796,7796,6461,OWNER,50,f,24,18-25,102609,52.00,8187,0.11,0.62,20.74,5.14
7797,7797,6461,DISPONENT,50,m,29,25-40,102609,52.00,8187,0.11,0.62,20.74,5.14
7800,7800,6463,OWNER,16,f,42,40-50,93931,56.90,8427,0.42,0.42,20.16,1.33
7814,7814,6472,OWNER,61,f,23,18-25,117897,53.80,8814,-0.45,0.98,17.69,5.25
7815,7815,6473,OWNER,4,f,53,25-50,149893,67.40,9753,4.32,0.41,37.15,4.84
7843,7843,6495,OWNER,6,m,33,25-40,77963,51.50,8546,6.16,1.07,36.94,3.48
7855,7855,6505,OWNER,7,f,35,25-40,94725,63.40,9920,5.88,0.61,48.22,2.56
7862,7862,6510,OWNER,74,m,34,25-40,323870,100.00,10673,-1.34,0.69,57.32,5.10
7863,7863,6511,OWNER,72,m,40,25-40,226122,62.60,8994,-2.05,0.99,41.75,4.29
